order_id,customer_id,order_date,status,region_code
O0431,UNKNOWN,2025-05-02 16:40:33,RETURNED,EAST
O0432,C0402,2026-02-13 09:10:52,RETURNED,SOUTH
O0433,C0346,2025-06-14 16:43:52,SHIPPED,NORTH
O0434,C0045,2026-01-16 09:25:53,CANCELLED,EAST
O0435,C0208,2025-10-22 14:16:44,RETURNED,NORTH
O0436,C0036,2025-09-19 12:39:01,RETURNED,EAST
O0437,C0287,2025-01-07 10:21:11,DELIVERED,EAST
O0438,C0142,2026-02-14 11:53:48,SHIPPED,WEST
O0439,C0295,2026-06-11 16:37:51,SHIPPED,WEST
O0440,C0287,2025-02-05 18:26:11,DELIVERED,EAST
O0441,C0412,2026-07-07 15:05:06,DELIVERED,EAST
O0442,C0495,2025-06-27 01:13:09,CANCELLED,SOUTH
O0443,C0493,2025-05-21 05:28:08,CANCELLED,NORTH
O0444,C0133,2026-01-16 17:14:36,SHIPPED,SOUTH
O0445,C0212,2026-07-23 04:35:19,RETURNED,NORTH
O0446,C0135,2025-10-13 08:29:44,PLACED,WEST
O0447,C0421,2025-08-17 06:20:47,RETURNED,SOUTH
O0448,C0182,2026-07-30 19:53:25,RETURNED,EAST
O0449,C0383,2025-03-12 15:36:38,SHIPPED,WEST
O0450,C0121,2025-03-11 13:10:43,DELIVERED,SOUTH
O0451,C0428,2025-01-13 05:52:44,RETURNED,EAST
O0452,C0055,2026-04-21 05:56:51,PLACED,WEST
O0453,C0392,2024-08-20 00:19:32,PLACED,WEST
O0454,C0162,2026-03-27 13:43:26,RETURNED,EAST
O0455,C0392,2025-12-20 23:41:36,DELIVERED,WEST
O0456,C0296,2025-02-21 17:48:57,RETURNED,WEST
O0457,C0277,2025-09-12 14:25:27,DELIVERED,WEST
O0458,C0398,2025-09-14 13:03:25,PLACED,WEST
O0459,C0005,2026-06-11 12:41:44,SHIPPED,WEST
O0460,C0167,2024-11-25 04:15:11,DELIVERED,SOUTH
O0461,C0122,2024-08-31 17:26:32,RETURNED,EAST
O0462,C0256,2025-04-20 23:03:13,CANCELLED,EAST
O0463,C0206,2024-11-13 06:22:25,SHIPPED,SOUTH
O0464,C0352,2025-04-29 07:23:19,PLACED,EAST
O0465,C0285,2025-10-03 09:56:31,CANCELLED,SOUTH
O0466,C0492,2025-01-21 08:36:33,CANCELLED,NORTH
O0467,C0256,2026-03-19 15:13:55,RETURNED,EAST
O0468,C0154,2024-10-10 07:06:15,RETURNED,NORTH
O0469,C0354,2025-05-23 04:56:19,SHIPPED,EAST
O0470,C0323,2026-06-05 15:43:51,DELIVERED,EAST
O0471,C0287,2026-01-22 12:39:57,DELIVERED,EAST
O0472,UNKNOWN,2026-01-14 17:20:03,RETURNED,SOUTH
O0473,C0333,2026-03-06 08:41:00,SHIPPED,EAST
O0474,C0345,2024-12-08 11:06:40,CANCELLED,NORTH
O0475,C0147,2026-03-30 07:44:08,SHIPPED,SOUTH
O0476,C0476,2025-12-20 21:31:05,RETURNED,WEST
O0477,C0037,2025-09-29 02:05:55,DELIVERED,SOUTH
O0478,C0335,2026-05-29 04:27:02,DELIVERED,WEST
O0479,C0228,2025-10-12 23:10:31,DELIVERED,WEST
O0480,C0095,2025-03-11 14:13:05,SHIPPED,SOUTH
O0481,C0482,2026-01-19 23:42:57,PLACED,SOUTH
O0482,C0053,2025-09-29 02:59:48,CANCELLED,NORTH
O0483,UNKNOWN,2024-09-30 11:41:44,PLACED,NORTH
O0484,C0080,2024-09-14 00:16:40,CANCELLED,EAST
O0485,C0378,2026-02-18 06:56:34,SHIPPED,SOUTH
O0486,C0088,2025-04-15 07:36:47,DELIVERED,EAST
O0487,C0240,2026-03-24 01:36:13,RETURNED,EAST
O0488,C0070,2025-06-04 10:07:35,RETURNED,SOUTH
O0489,C0234,2026-04-30 02:15:57,RETURNED,WEST
O0490,C0328,2026-05-01 12:32:50,DELIVERED,WEST
O0491,C0413,2025-01-16 18:34:23,DELIVERED,EAST
O0492,C0080,2025-11-24 00:04:44,PLACED,SOUTH
O0493,C0241,2025-10-18 03:07:51,CANCELLED,WEST
O0494,C0393,2024-08-12 12:19:47,DELIVERED,SOUTH
O0495,C0281,2026-02-23 01:11:52,CANCELLED,WEST
O0496,C0084,2025-05-10 13:26:44,CANCELLED,WEST
O0497,C0041,2025-03-14 19:11:02,SHIPPED,EAST
O0498,C0381,2024-09-03 05:51:18,DELIVERED,WEST
O0499,C0036,2025-09-02 13:39:23,DELIVERED,NORTH
O0500,C0317,2024-11-21 10:13:58,RETURNED,WEST
