item_id,order_id,product_id,quantity,unit_price,discount_percent
I00610,O0044,P0499,4,518.74,1.67
I00611,O0356,P0034,3,5500.26,3.1
I00612,O0313,P0321,4,3079.69,5.09
I00613,O0151,P0436,1,2732.04,4.79
I00614,O0307,P0404,4,4652.1,0.53
I00615,O0220,P0451,4,4379.45,5.06
I00616,O0169,P0301,1,1428.12,5.13
I00617,O0304,P0405,5,5901.38,45.22
I00618,O0132,P0182,2,3004.95,36.23
I00619,O0071,P0409,4,404.09,6.38
I00620,O0492,P0334,5,5305.18,15.56
I00621,O0076,P0241,5,2229.85,17.15
I00622,O0266,P0301,3,4637.97,7.23
I00623,O0428,P0287,2,6025.05,21.1
I00624,O0328,P0466,2,1488.7,3.42
I00625,O0356,P0355,2,6875.27,29.99
I00626,O0290,P0494,3,2416.06,14.98
I00627,O0233,P0449,3,5545.42,2.11
I00628,O0328,P0115,2,4883.22,23.33
I00629,O0377,P0394,2,6672.86,16.58
I00630,O0095,P0423,4,6930.16,18.14
I00631,O0285,P0059,1,1082.57,22.02
I00632,O0185,P0023,5,6829.63,9.96
I00633,O0454,P0135,3,5059.97,16.99
I00634,O0101,P0012,5,1314.93,13.09
I00635,O0347,P0071,-1,2714.57,39.37
I00636,O0108,P0157,1,3247.81,18.48
I00637,O0482,P0270,3,6842.0,49.88
I00638,O0034,P0061,4,1096.58,46.21
I00639,O0194,P0356,2,2682.36,29.98
I00640,O0391,P0316,2,4152.55,42.72
I00641,O0168,P0127,3,467.49,39.78
I00642,O0496,P0300,2,6212.26,10.46
I00643,O0405,P0340,1,4342.72,8.37
I00644,O0331,P0385,4,3613.19,24.93
I00645,O0365,P0192,4,3725.78,24.16
I00646,O0298,P0206,4,4502.93,39.53
I00647,O0459,P0104,1,3219.35,11.72
I00648,O0456,P0194,2,4042.46,46.77
I00649,O0044,P0069,3,5286.2,14.75
I00650,O0299,P0022,5,3310.25,31.06
I00651,O0222,P0210,4,2635.83,24.88
I00652,O0092,P0227,3,1713.15,32.27
I00653,O0151,P0432,3,3562.18,27.33
I00654,O0475,P0117,1,779.02,3.57
I00655,O0171,P0101,1,4758.24,12.5
I00656,O0310,P0071,3,6989.0,37.62
I00657,O0005,P0395,5,2166.37,41.12
I00658,O0421,P0297,4,5328.86,0.59
I00659,O0488,P0077,5,6071.72,11.38
I00660,O0265,P0301,2,5523.23,37.88
I00661,O0044,P0161,4,5936.03,21.44
I00662,O0231,P0437,4,3953.28,18.74
I00663,O0157,P0483,5,5190.85,24.99
I00664,O0215,P0218,3,4831.76,20.17
I00665,O0301,P0012,5,4016.28,1.61
I00666,O0488,P0170,2,4020.52,39.96
I00667,O0201,P0196,5,1509.01,19.53
I00668,O0244,P0056,5,2369.01,48.1
I00669,O0054,P0346,3,3915.06,1.6
I00670,O0096,P0102,5,579.49,48.15
I00671,O0150,P0338,3,3718.33,22.73
I00672,O0088,P0168,3,6031.98,20.54
I00673,O0067,P0275,2,2987.05,37.16
I00674,O0444,P0106,4,996.53,10.28
I00675,O0341,P0244,4,1195.59,28.75
I00676,O0258,P0367,3,4825.37,13.77
I00677,O0229,P0033,1,5789.62,30.24
I00678,O0467,P0292,2,6166.75,23.01
I00679,O0047,P0148,5,4559.46,45.94
I00680,O0365,P0406,3,2152.4,30.65
I00681,O0092,P0461,2,4362.38,21.6
I00682,O0094,P0358,4,4023.45,19.68
I00683,O0446,P0081,1,1989.06,31.4
I00684,O0035,P0358,3,5113.11,45.11
I00685,O0391,P0284,4,936.49,18.44
I00686,O0400,P0167,1,2929.66,8.24
I00687,O0237,P0014,2,605.05,34.72
I00688,O0382,P0205,4,6004.83,19.83
I00689,O0364,P0470,1,1041.72,33.51
I00690,O0035,P0043,4,3884.16,12.11
I00691,O0421,P0143,4,5906.78,8.53
I00692,O0091,P0151,1,956.64,37.07
I00693,O0391,P0006,2,4773.94,7.67
I00694,O0366,P0018,3,6259.55,26.61
I00695,O0429,P0326,4,5699.43,32.05
I00696,O0158,P0228,1,461.67,0.23
I00697,O0476,P0128,4,2685.05,11.93
I00698,O0015,P0008,-1,2426.1,9.61
I00699,O0452,P0050,1,5598.78,41.52
I00700,O0023,P0213,2,3636.25,40.78
I00701,O0098,P0320,3,1529.12,27.09
I00702,O0110,P0055,4,2560.38,8.68
I00703,O0007,P0200,4,1568.1,11.0
I00704,O0189,P0023,3,564.59,10.93
I00705,O0256,P0053,3,5016.46,39.56
I00706,O0492,P0049,5,4239.08,49.07
I00707,O0498,P0395,4,4886.67,16.6
I00708,O0342,P0247,3,565.84,0.88
I00709,O0262,P0328,5,5218.52,25.17
I00710,O0316,P0389,1,6287.78,15.44
I00711,O0318,P0041,4,513.47,18.73
I00712,O0193,P0105,3,4530.07,11.9
I00713,O0228,P0379,5,6153.59,6.71
I00714,O0390,P0021,3,3694.02,48.88
I00715,O0118,P0434,3,5156.82,17.14
I00716,O0465,P0470,2,4688.54,12.42
I00717,O0196,P0267,2,2319.3,22.12
I00718,O0252,P0036,1,6680.26,2.61
I00719,O0065,P0047,2,1298.36,27.44
I00720,O0041,P0219,2,5102.42,15.57
I00721,O0091,P0311,2,1817.89,14.27
I00722,O0104,P0140,4,6050.74,24.06
I00723,O0086,P0242,3,3145.49,25.26
I00724,O0420,P0489,4,5575.55,0.99
I00725,O0043,P0389,4,6354.55,15.01
I00726,O0373,P0090,5,1875.31,23.18
I00727,O0288,P0311,4,3417.83,16.66
I00728,O0470,P0098,4,128.85,43.08
I00729,O0474,P0213,3,6587.97,48.52
I00730,O0158,P0329,3,6913.9,3.56
I00731,O0064,P0198,1,6531.69,8.12
I00732,O0395,P0468,4,5285.88,17.43
I00733,O0189,P0357,4,498.16,19.27
I00734,O0125,P0245,4,338.1,40.66
I00735,O0331,P0076,1,1903.18,22.77
I00736,O0309,P0297,2,6667.27,42.08
I00737,O0048,P0330,1,5010.11,19.22
I00738,O0042,P0266,5,6378.65,43.8
I00739,O0130,P0355,2,2185.32,48.38
I00740,O0376,P0211,4,5291.99,46.22
I00741,O0294,P0398,1,5602.98,40.71
I00742,O0477,P0384,3,2845.99,15.41
I00743,O0001,P0050,2,581.91,34.82
I00744,O0148,P0376,5,3073.55,8.82
I00745,O0102,P0250,2,1355.69,47.42
I00746,O0109,P0096,4,1486.49,37.5
I00747,O0462,P0447,2,2920.67,31.34
I00748,O0326,P0086,5,650.69,4.29
I00749,O0176,P0016,1,4140.96,23.89
I00750,O0137,P0385,-1,6690.97,33.27
I00751,O0268,P0406,1,150.11,30.15
I00752,O0243,P0388,3,2425.51,21.47
I00753,O0176,P0162,3,5736.25,47.05
I00754,O0030,P0500,4,2556.6,16.51
I00755,O0446,P0358,-1,2872.48,41.77
I00756,O0063,P0445,-2,3761.34,47.55
I00757,O0317,P0352,2,4646.25,23.76
I00758,O0002,P0327,4,6707.08,40.63
I00759,O0448,P0024,1,6790.22,36.79
I00760,O0249,P0205,4,5200.51,39.7
I00761,O0477,P0483,3,6522.83,49.34
I00762,O0151,P0311,1,1446.03,7.16
I00763,O0402,P0439,5,5044.99,1.59
I00764,O0155,P0427,4,4744.13,27.44
I00765,O0229,P0489,4,898.18,33.13
I00766,O0088,P0386,2,6615.05,35.0
I00767,O0367,P0015,1,1205.62,46.45
I00768,O0113,P0369,4,1877.64,23.82
I00769,O0473,P0274,1,4471.48,24.6
I00770,O0478,P0295,3,5387.73,30.03
I00771,O0368,P0381,3,5178.42,19.08
I00772,O0224,P0414,5,1710.24,12.95
I00773,O0046,P0175,3,5210.01,46.86
I00774,O0066,P0437,1,2262.27,19.01
I00775,O0303,P0275,1,1410.02,19.41
I00776,O0187,P0409,4,4787.18,39.83
I00777,O0303,P0114,5,835.44,0.46
I00778,O0418,P0483,4,2148.08,10.95
I00779,O0146,P0075,4,5254.71,42.46
I00780,O0159,P0258,1,6933.31,6.17
I00781,O0425,P0111,5,3515.68,35.21
I00782,O0415,P0171,4,1153.65,35.84
I00783,O0027,P0473,2,6071.48,8.95
I00784,O0154,P0418,4,4648.83,42.43
I00785,O0173,P0217,1,4777.5,49.52
I00786,O0271,P0373,4,2052.98,34.82
I00787,O0281,P0202,2,771.51,16.17
I00788,O0028,P0436,5,6548.57,15.2
I00789,O0227,P0357,2,3428.85,44.86
I00790,O0384,P0101,2,5173.7,0.46
I00791,O0403,P0440,5,1118.48,47.52
I00792,O0087,P0475,4,488.69,17.78
I00793,O0027,P0061,4,6863.91,32.5
I00794,O0077,P0322,5,5085.6,12.25
I00795,O0251,P0155,1,4847.09,47.73
I00796,O0408,P0344,4,4643.78,38.89
I00797,O0335,P0228,4,2634.53,6.0
I00798,O0329,P0343,1,6368.5,11.25
I00799,O0294,P0246,5,1988.7,37.27
I00800,O0248,P0331,5,4948.89,14.92
I00801,O0033,P0366,2,6371.28,39.76
I00802,O0359,P0011,2,2817.2,40.87
I00803,O0266,P0429,5,4134.58,35.69
I00804,O0107,P0495,1,4644.22,5.87
I00805,O0003,P0285,5,3185.91,15.71
I00806,O0106,P0335,1,1212.35,28.12
I00807,O0064,P0260,1,2160.19,48.31
I00808,O0484,P0337,2,100.59,15.03
I00809,O0151,P0338,5,3785.31,6.99
I00810,O0268,P0467,4,6903.53,17.61
I00811,O0353,P0051,5,4672.06,2.24
I00812,O0154,P0439,1,5845.13,47.87
I00813,O0303,P0184,5,2014.03,36.46
I00814,O0131,P0134,4,2734.3,45.18
I00815,O0484,P0131,4,4768.03,47.01
I00816,O0037,P0323,2,5155.46,49.77
I00817,O0289,P0337,2,4569.62,25.57
I00818,O0079,P0162,2,6947.9,21.68
I00819,O0127,P0040,1,1963.86,26.57
I00820,O0169,P0328,5,713.92,45.46
I00821,O0409,P0116,3,1988.16,4.9
I00822,O0054,P0401,2,6486.89,8.79
I00823,O0414,P0251,3,759.23,17.45
I00824,O0283,P0139,5,4291.52,44.83
I00825,O0385,P0200,2,1346.64,40.3
I00826,O0452,P0436,5,2878.29,29.62
I00827,O0263,P0366,-3,1172.89,6.32
I00828,O0137,P0028,4,6437.25,31.96
I00829,O0128,P0348,3,4300.05,35.34
I00830,O0182,P0409,2,3333.79,14.34
I00831,O0368,P0452,4,6474.3,11.44
I00832,O0209,P0395,1,2257.88,4.51
I00833,O0123,P0484,1,746.07,28.77
I00834,O0284,P0476,1,3500.67,43.72
I00835,O0478,P0375,4,1041.36,24.89
I00836,O0208,P0008,5,4352.38,45.54
I00837,O0360,P0274,1,5272.71,12.21
I00838,O0022,P0311,5,3195.7,8.43
I00839,O0090,P0039,5,2632.65,6.67
I00840,O0217,P0254,3,2715.75,18.66
I00841,O0348,P0128,1,5838.91,42.54
I00842,O0248,P0151,1,1926.78,0.11
I00843,O0473,P0157,5,6510.85,47.96
I00844,O0019,P0479,5,3295.09,30.89
I00845,O0004,P0316,4,3276.44,14.92
I00846,O0456,P0370,-1,1384.49,17.73
I00847,O0102,P0044,1,3750.77,44.93
I00848,O0250,P0004,4,1173.85,32.83
I00849,O0192,P0154,2,2615.02,44.61
I00850,O0056,P0225,5,4628.33,21.97
I00851,O0223,P0003,2,2578.73,43.53
I00852,O0146,P0021,2,1022.39,21.05
I00853,O0083,P0342,3,1473.04,23.96
I00854,O0251,P0282,3,3519.42,34.09
I00855,O0392,P0400,2,6184.19,25.09
I00856,O0491,P0056,4,5569.72,6.31
I00857,O0393,P0351,3,1731.88,33.92
I00858,O0306,P0378,3,155.4,24.01
I00859,O0390,P0220,3,1809.46,7.62
I00860,O0144,P0393,5,893.64,13.18
I00861,O0220,P0102,2,3369.86,39.14
I00862,O0258,P0313,1,1350.2,49.63
I00863,O0077,P0118,5,931.18,20.06
I00864,O0476,P0075,3,3041.49,30.82
I00865,O0195,P0209,1,3722.3,35.01
I00866,O0219,P0246,2,523.31,21.35
I00867,O0138,P0187,1,2035.84,17.55
I00868,O0459,P0025,4,1354.09,0.03
I00869,O0242,P0144,3,6368.53,5.04
I00870,O0252,P0187,2,2406.55,5.58
I00871,O0395,P0442,1,999.13,18.03
I00872,O0302,P0271,3,4272.53,11.91
I00873,O0197,P0045,3,6221.64,6.52
I00874,O0301,P0496,5,6394.02,32.72
I00875,O0229,P0474,2,780.6,47.09
I00876,O0372,P0243,5,6928.55,10.1
I00877,O0099,P0215,2,3898.42,12.63
I00878,O0459,P0188,5,3194.53,35.87
I00879,O0215,P0269,4,6526.19,25.19
I00880,O0141,P0357,1,6775.66,14.48
I00881,O0498,P0356,5,1412.32,40.73
I00882,O0446,P0263,4,6803.62,8.28
I00883,O0400,P0200,5,2865.86,13.57
I00884,O0293,P0112,-2,4185.58,0.44
I00885,O0363,P0369,5,3723.01,15.17
I00886,O0138,P0283,2,921.81,11.2
I00887,O0021,P0328,5,1122.16,44.18
I00888,O0405,P0027,2,4532.65,12.45
I00889,O0001,P0333,2,2497.49,30.26
I00890,O0485,P0362,3,6199.51,13.2
I00891,O0314,P0151,2,2339.98,2.86
I00892,O0113,P0375,1,6760.07,8.84
I00893,O0445,P0399,1,6579.22,29.16
I00894,O0132,P0446,4,4420.98,30.22
I00895,O0113,P0167,2,1954.68,29.08
I00896,O0119,P0374,4,5111.37,18.43
I00897,O0093,P0236,4,1376.69,43.12
I00898,O0483,P0374,2,1344.81,14.1
I00899,O0091,P0419,3,2819.96,30.39
I00900,O0219,P0126,1,3239.67,32.26
I00901,O0270,P0071,4,5114.68,40.4
I00902,O0197,P0011,5,859.25,0.68
I00903,O0395,P0043,1,1946.83,46.93
I00904,O0495,P0005,-5,6707.56,5.32
I00905,O0044,P0104,3,1060.69,37.98
I00906,O0158,P0170,4,3404.47,12.19
I00907,O0322,P0279,5,949.22,41.25
I00908,O0053,P0262,1,6216.55,20.76
I00909,O0013,P0117,1,3047.23,7.37
I00910,O0451,P0351,3,2754.73,44.21
I00911,O0057,P0115,1,801.98,47.79
I00912,O0171,P0061,3,2587.41,46.24
I00913,O0310,P0078,1,1328.67,26.52
I00914,O0218,P0077,5,6262.51,34.36
I00915,O0179,P0449,5,817.07,45.81
I00916,O0416,P0465,3,5008.02,3.82
I00917,O0077,P0399,1,4625.39,16.01
I00918,O0408,P0403,4,6836.74,40.73
I00919,O0492,P0373,1,2021.49,4.52
I00920,O0198,P0181,2,2303.28,21.19
I00921,O0326,P0171,4,1053.73,47.2
I00922,O0282,P0255,2,3817.36,24.63
I00923,O0197,P0043,5,4108.65,21.09
I00924,O0416,P0384,5,1613.4,4.36
I00925,O0436,P0009,-3,2600.55,23.7
I00926,O0031,P0467,2,2510.5,42.44
I00927,O0074,P0428,2,5987.85,48.59
I00928,O0424,P0115,4,485.47,6.89
I00929,O0014,P0357,2,6757.9,18.58
I00930,O0038,P0245,1,5878.32,43.52
I00931,O0073,P0041,1,1790.82,0.62
I00932,O0094,P0241,4,5230.55,37.41
I00933,O0370,P0173,3,3163.42,32.24
I00934,O0080,P0031,1,6179.98,1.61
I00935,O0006,P0203,2,5845.49,34.0
I00936,O0425,P0133,4,6442.14,25.09
I00937,O0081,P0140,2,6814.54,26.08
I00938,O0206,P0317,2,486.38,19.61
I00939,O0040,P0419,5,4877.74,23.87
I00940,O0085,P0028,4,5643.04,32.33
I00941,O0054,P0040,2,2602.64,38.94
I00942,O0145,P0084,-3,3836.82,3.27
I00943,O0466,P0159,-5,1395.43,10.09
I00944,O0044,P0292,1,3997.1,28.19
I00945,O0162,P0048,4,6610.21,0.42
I00946,O0491,P0204,3,3551.49,15.72
I00947,O0499,P0067,4,4948.33,4.87
I00948,O0258,P0052,4,3565.02,38.75
I00949,O0196,P0245,1,4145.87,42.6
I00950,O0350,P0238,3,643.39,31.3
I00951,O0414,P0349,2,4614.12,38.44
I00952,O0257,P0265,2,6946.72,30.44
I00953,O0175,P0230,5,5518.93,16.95
I00954,O0482,P0221,3,376.09,35.64
I00955,O0313,P0311,4,617.49,7.62
I00956,O0008,P0074,4,5387.59,15.48
I00957,O0233,P0161,1,1271.05,14.78
I00958,O0187,P0181,1,715.68,8.96
I00959,O0243,P0132,4,5365.71,22.1
I00960,O0498,P0292,2,3468.99,18.17
I00961,O0439,P0318,3,6428.27,6.45
I00962,O0320,P0488,3,2264.15,4.17
I00963,O0135,P0450,4,6141.2,34.13
I00964,O0030,P0380,5,5555.08,34.99
I00965,O0437,P0054,-5,2105.56,7.91
I00966,O0115,P0199,4,6131.7,33.46
I00967,O0329,P0274,3,6310.87,23.24
I00968,O0056,P0470,1,6720.88,19.85
I00969,O0169,P0034,4,2289.27,49.82
I00970,O0380,P0244,4,888.85,22.73
I00971,O0241,P0075,5,4517.49,16.01
I00972,O0397,P0195,1,530.56,40.43
I00973,O0110,P0028,4,1559.3,1.15
I00974,O0326,P0091,4,676.78,3.46
I00975,O0448,P0365,4,3214.8,20.99
I00976,O0133,P0095,2,5830.79,4.62
I00977,O0386,P0153,4,1235.28,17.46
I00978,O0275,P0353,4,5508.62,48.28
I00979,O0355,P0293,4,2785.05,0.5
I00980,O0371,P0342,5,4091.58,7.23
I00981,O0460,P0235,-3,6543.35,24.97
I00982,O0497,P0346,3,2904.07,26.03
I00983,O0483,P0427,1,6015.14,31.71
I00984,O0112,P0382,5,6855.32,21.01
I00985,O0308,P0194,5,1591.35,10.49
I00986,O0296,P0490,2,199.16,40.69
I00987,O0158,P0258,1,5751.46,6.24
I00988,O0234,P0212,4,2931.67,17.61
I00989,O0499,P0392,5,2417.2,46.32
I00990,O0091,P0284,4,4204.75,27.14
I00991,O0338,P0353,4,4793.94,31.71
I00992,O0464,P0439,5,784.65,4.38
I00993,O0009,P0316,1,6534.23,5.18
I00994,O0052,P0325,5,3164.31,29.06
I00995,O0437,P0216,1,1561.91,38.84
I00996,O0101,P0439,5,3340.06,6.22
I00997,O0421,P0331,4,4956.46,37.06
I00998,O0401,P0115,1,3602.17,13.38
I00999,O0463,P0408,3,6374.43,33.67
I01000,O0213,P0017,1,207.16,7.67
